8,-8,0,8,4
0.574956,-0.176697,0.569096,-0.182424,0.567668,-0.186012,0.566124,-0.189737,0.564446,-0.193604,0.562614,-0.197623,0.560601,-0.201802,0.558372,-0.206149,0.55588,-0.210674,0.553063,-0.215387,0.549829,-0.2203,0.546044,-0.225423,0.5415,-0.230769,0.535862,-0.220727,0.548951,-0.226559,0.54622,-0.232657,0.543275,-0.239035,0.540096,-0.245712,0.536656,-0.252703,0.532931,-0.260029,0.528888,-0.267708,0.524494,-0.275761,0.519711,-0.284208,0.514496,-0.293072,0.508799,-0.302374,0.502566,-0.312136,0.495736,-0.322377,0.48824,-0.333118,0.48,-0.344375,0.47093,-0.356162,0.460933,-0.368486,0.449903,-0.381348,0.437722,-0.39474,0.424264,-0.408639,0.409391,-0.423008,0.408583,-0.437788,0.387163,-0.468521,0.364818,-0.483843,0.341085,-0.49923,0.315642,-0.514496,0.28827,-0.529412,0.258833,-0.54371,0.227279,-0.557086,0.189737,-0.565304,0.154598,-0.575835,0.11767,-0.584442,0.0792982,-0.59083,0.0399114,-0.594765,-0,-0.596094,-0.0399114,-0.594765,-0.0792982,-0.59083,-0.11767,-0.584442,-0.154598,-0.575835,-0.189737,-0.565304,-0.222834,-0.55318,-0.257191,-0.54025,
0.578268,-0.165732,0.572531,-0.171286,0.571234,-0.174697,0.569828,-0.17824,0.568295,-0.181922,0.566617,-0.185752,0.564766,-0.189737,0.562708,-0.193886,0.560398,-0.19821,0.557772,-0.202719,0.554741,-0.207423,0.551172,-0.212335,0.546857,-0.217468,0.541461,-0.222834,0.534399,-0.208042,0.552349,-0.213922,0.549694,-0.220083,0.546822,-0.226544,0.54371,-0.233323,0.540331,-0.240441,0.536656,-0.24792,0.532653,-0.255782,0.528283,-0.264052,0.523504,-0.272754,0.518267,-0.281914,0.512519,-0.29156,0.506197,-0.301717,0.49923,-0.312412,0.491539,-0.323669,0.483034,-0.335511,0.473611,-0.347956,0.463158,-0.361016,0.451546,-0.374695,0.438633,-0.388983,0.444672,-0.403856,0.423896,-0.439676,0.402821,-0.455554,0.380693,-0.471791,0.357007,-0.48824,0.331399,-0.504707,0.303601,-0.520946,0.27343,-0.536656,0.236352,-0.547043,0.201802,-0.560601,0.164833,-0.57247,0.125717,-0.582237,0.0848528,-0.589525,0.0427482,-0.594031,-0,-0.595556,-0.0427482,-0.594031,-0.0848528,-0.589525,-0.125717,-0.582237,-0.164833,-0.57247,-0.201802,-0.560601,-0.231907,-0.547043,-0.272234,-0.53275,
0.581403,-0.154582,0.575787,-0.159952,0.574616,-0.163174,0.573342,-0.166524,0.57195,-0.170008,0.570421,-0.173634,0.568727,-0.17741,0.566836,-0.181346,0.564703,-0.185452,0.562266,-0.189737,0.559434,-0.194213,0.556076,-0.198892,0.551987,-0.203787,0.54683,-0.208912,0.540023,-0.214282,0.530467,-0.192137,0.55588,-0.198048,0.553317,-0.204258,0.550533,-0.210787,0.547506,-0.217656,0.544205,-0.224889,0.540601,-0.232512,0.536656,-0.24055,0.53233,-0.249034,0.527575,-0.257992,0.522338,-0.267457,0.516556,-0.27746,0.510159,-0.288035,0.503066,-0.299215,0.495184,-0.311033,0.486408,-0.323517,0.476615,-0.336692,0.465668,-0.350578,0.481191,-0.365181,0.460084,-0.408271,0.439889,-0.424264,0.419314,-0.440882,0.397565,-0.458032,0.374091,-0.475574,0.34847,-0.493315,0.320376,-0.510995,0.28446,-0.523181,0.251435,-0.539674,0.215387,-0.554905,0.176452,-0.568365,0.134916,-0.579533,0.0912343,-0.587921,0.0460179,-0.593131,-0,-0.594898,-0.0460179,-0.593131,-0.0912343,-0.587921,-0.134916,-0.579533,-0.176452,-0.568365,-0.210285,-0.554905,-0.24699,-0.544776,-0.288366,-0.524376,
0.584353,-0.143254,0.578851,-0.14843,0.5778,-0.151453,0.576655,-0.154598,0.575398,-0.15787,0.574012,-0.161279,0.57247,-0.164833,0.57074,-0.168539,0.568779,-0.172409,0.566523,-0.176452,0.563885,-0.180679,0.560734,-0.185103,0.556864,-0.189737,0.551943,-0.194595,0.545386,-0.199692,0.536098,-0.205046,0.521798,-0.170674,0.559541,-0.176596,0.557086,-0.182834,0.55441,-0.189411,0.551487,-0.196352,0.548287,-0.203683,0.544776,-0.211435,0.540914,-0.219639,0.536656,-0.228328,0.531951,-0.23754,0.526737,-0.247311,0.520946,-0.257683,0.514496,-0.268697,0.507293,-0.280396,0.49923,-0.29282,0.490181,-0.30601,0.52,-0.32,0.496299,-0.374817,0.475962,-0.390475,0.456507,-0.406968,0.43661,-0.424264,0.415435,-0.442292,0.392375,-0.460933,0.366944,-0.48,0.33282,-0.493313,0.302323,-0.51235,0.268328,-0.530739,0.230769,-0.547929,0.189737,-0.563293,0.145521,-0.576168,0.0986394,-0.585919,0.0498273,-0.59201,-0,-0.594083,-0.0498273,-0.59201,-0.0986394,-0.585919,-0.145521,-0.576168,-0.183819,-0.563293,-0.225667,-0.553846,-0.263884,-0.536656,-0.306229,-0.514361,
0.587107,-0.131758,0.581713,-0.136731,0.580777,-0.139544,0.579753,-0.142472,0.578625,-0.145521,0.577375,-0.1487,0.575979,-0.152016,0.574404,-0.155477,0.572606,-0.159094,0.570525,-0.162876,0.568074,-0.166835,0.565122,-0.170982,0.561465,-0.175331,0.556771,-0.179896,0.550459,-0.184692,0.541432,-0.189737,0.527412,-0.195048,0.502957,-0.138146,0.563326,-0.144053,0.560999,-0.150293,0.558451,-0.156891,0.555655,-0.163878,0.55258,-0.171284,0.549189,-0.179143,0.545439,-0.187493,0.541281,-0.196373,0.536656,-0.205828,0.531499,-0.215904,0.52573,-0.226651,0.519256,-0.238122,0.511969,-0.25037,0.566242,-0.263451,0.534425,-0.339917,0.511621,-0.354818,0.492199,-0.370693,0.473657,-0.387565,0.454638,-0.405435,0.434264,-0.424264,0.411868,-0.443964,0.379943,-0.45743,0.352903,-0.478297,0.322125,-0.499252,0.287311,-0.519793,0.248282,-0.539275,0.205046,-0.556932,0.15787,-0.571914,0.107331,-0.583378,0.0543214,-0.590591,-0,-0.593056,-0.0543214,-0.590591,-0.107331,-0.583378,-0.150926,-0.571914,-0.199129,-0.563876,-0.24318,-0.54622,-0.282867,-0.526737,-0.326032,-0.502291,
0.589656,-0.120105,0.584364,-0.124865,0.583536,-0.127458,0.582626,-0.130158,0.58162,-0.132973,0.580499,-0.135908,0.579239,-0.138972,0.57781,-0.142174,0.576168,-0.145521,0.574254,-0.149025,0.57198,-0.152696,0.569218,-0.156545,0.565765,-0.160586,0.561289,-0.164833,0.555211,-0.1693,0.546437,-0.174004,0.532688,-0.178965,0.508525,-0.184202,0.458099,-0.0786255,0.567224,-0.0844833,0.565045,-0.0906907,0.562649,-0.0972775,0.560007,-0.104276,0.557086,-0.111723,0.553846,-0.119658,0.550242,-0.128125,0.54622,-0.137171,0.541716,-0.146849,0.536656,-0.157217,0.530951,-0.168337,0.635605,-0.180275,0.579661,-0.304212,0.548799,-0.317999,0.527008,-0.33282,0.508648,-0.348743,0.491199,-0.365826,0.473278,-0.384111,0.453964,-0.403604,0.424264,-0.416,0.401379,-0.437712,0.374817,-0.460257,0.344077,-0.483275,0.308697,-0.506231,0.268328,-0.528392,0.222834,-0.548822,0.172409,-0.566431,0.11767,-0.580084,0.0597022,-0.588758,-0,-0.591736,-0.0597022,-0.588758,-0.109405,-0.580084,-0.165464,-0.574696,-0.216917,-0.557086,-0.263226,-0.536656,-0.304253,-0.514496,-0.347984,-0.487633,
0.591991,-0.108306,0.586793,-0.112843,0.586066,-0.115207,0.585262,-0.11767,0.584369,-0.120238,0.583368,-0.122918,0.582237,-0.125717,0.580945,-0.128644,0.579449,-0.131707,0.57769,-0.134916,0.575584,-0.13828,0.573001,-0.141811,0.56974,-0.145521,0.565471,-0.149425,0.559615,-0.153536,0.551081,-0.15787,0.537591,-0.162447,0.513708,-0.167286,0.463585,-0.172409,0.323038,0.0721605,0.571217,0.0663945,0.56921,0.0602633,0.566992,0.0537337,0.564532,0.0467683,0.561798,0.0393259,0.558746,0.0313604,0.555328,0.0228203,0.551487,0.0136484,0.547153,0.00378119,0.792243,-0.00685181,0.647767,-0.268328,0.592773,-0.280733,0.562945,-0.294157,0.542274,-0.308697,0.525115,-0.324455,0.50894,-0.341526,0.492346,-0.36,0.464374,-0.369943,0.445976,-0.391379,0.424264,-0.414264,0.398618,-0.438446,0.368364,-0.463611,0.33282,-0.48923,0.291386,-0.514494,0.243683,-0.538287,0.189737,-0.55921,0.130158,-0.575712,0.0662589,-0.58633,-0,-0.59,-0.0562589,-0.58633,-0.121894,-0.585712,-0.182792,-0.56921,-0.237766,-0.548287,-0.286284,-0.524494,-0.328376,-0.49923,-0.372271,-0.469705,
0.594104,-0.0963718,0.588993,-0.10068,0.588357,-0.102805,0.587651,-0.10502,0.586862,-0.107331,0.585972,-0.109745,0.584959,-0.112267,0.583792,-0.114906,0.582431,-0.11767,0.580817,-0.120566,0.578865,-0.123606,0.576448,-0.1268,0.573367,-0.130158,0.56929,-0.133695,0.563642,-0.137424,0.555332,-0.14136,0.542086,-0.145521,0.518466,-0.149927,0.46863,-0.154598,0.328396,-0.159557,0.576914,-0.164833,0.575279,-0.170453,0.573467,-0.176452,0.571454,-0.182865,0.56921,-0.189737,0.566698,-0.197112,0.563876,-0.205046,0.560693,-0.213597,0.557086,-0.222834,0.802981,-0.232834,0.659398,-0.243683,0.605391,-0.255478,0.576656,-0.268328,0.55719,-0.282353,0.541354,-0.297683,0.52662,-0.314458,0.49923,-0.320474,0.485242,-0.340557,0.468521,-0.362471,0.448446,-0.386273,0.424264,-0.411918,0.395103,-0.4392,0.36,-0.467654,0.317999,-0.496453,0.268328,-0.524311,0.210674,-0.549452,0.145521,-0.56974,0.0744208,-0.583021,0.0123457,-0.587654,-0.0644208,-0.595367,-0.137257,-0.582086,-0.20373,-0.561798,-0.262411,-0.536656,-0.312897,-0.508799,-0.355556,-0.48,-0.399009,-0.44764,
0.595987,-0.0843166,0.590954,-0.0883868,0.590401,-0.0902652,0.589783,-0.0922242,0.589088,-0.094269,0.588298,-0.0964054,0.587392,-0.0986394,0.58634,-0.100978,0.585101,-0.103428,0.583618,-0.105998,0.581807,-0.108697,0.579542,-0.111535,0.576624,-0.114522,0.572723,-0.11767,0.567266,-0.120992,0.559163,-0.124503,0.54614,-0.128218,0.522765,-0.132157,0.473194,-0.136338,0.333249,-0.140784,0.582086,-0.145521,0.580798,-0.150577,0.579369,-0.155984,0.577778,-0.161778,0.576,-0.168,0.574004,-0.174697,0.571755,-0.181922,0.56921,-0.189737,0.566315,-0.19821,0.813006,-0.207423,0.670314,-0.217468,0.617307,-0.22845,0.589694,-0.240491,0.571488,-0.253731,0.557064,-0.268328,0.528283,-0.268835,0.518267,-0.286698,0.506197,-0.3065,0.491539,-0.328452,0.473611,-0.352739,0.451546,-0.379478,0.424264,-0.408639,0.390475,-0.439929,0.348743,-0.472615,0.297683,-0.505321,0.236352,-0.535862,0.164833,-0.561289,0.100478,-0.578345,0.0123457,-0.6,-0.0748528,-0.59397,-0.156568,-0.576914,-0.229407,-0.551487,-0.291766,-0.520946,-0.343641,-0.48824,-0.38603,-0.455554,-0.42817,-0.420358,
0.597634,-0.0721533,0.59267,-0.0759791,0.59219,-0.0776035,0.59165,-0.0792982,0.591038,-0.0810679,0.590337,-0.0829176,0.589525,-0.0848528,0.588575,-0.0868795,0.587445,-0.0890043,0.586079,-0.0912343,0.584393,-0.0935775,0.582263,-0.0960427,0.579491,-0.0986394,0.575748,-0.101378,0.570462,-0.104271,0.562544,-0.107331,0.549723,-0.110573,0.526568,-0.114013,0.477237,-0.11767,0.337556,-0.121563,0.586681,-0.125717,0.585712,-0.130158,0.584635,-0.134916,0.583432,-0.140024,0.582086,-0.145521,0.58057,-0.151453,0.578858,-0.15787,0.576914,-0.164833,0.574696,-0.172409,0.82215,-0.180679,0.680321,-0.189737,0.628294,-0.199692,0.601798,-0.210674,0.584864,-0.222834,0.551487,-0.215943,0.544776,-0.231027,0.536656,-0.24792,0.526737,-0.266903,0.514496,-0.288289,0.49923,-0.312412,0.48,-0.339592,0.455554,-0.370067,0.424264,-0.403856,0.384111,-0.440525,0.33282,-0.478822,0.268328,-0.516248,0.210145,-0.548802,0.114264,-0.591836,0.0123457,-0.6,-0.0886394,-0.591836,-0.181472,-0.56921,-0.261384,-0.536656,-0.326903,-0.49923,-0.379009,-0.460933,-0.41982,-0.424264,-0.45946,-0.386569,
