0,1,0.5
1,2,0.5
2,3,0.5
3,4,0.5
4,5,0.5
1,6,0.5
5,7,0.5
7,8,0.5
7,9,0.5
8,10,0.5
9,11,0.5
11,12,0.5
12,13,0.5
10,14,0.5
10,15,0.5
14,16,0.5
13,17,0.5
6,18,0.5
18,19,0.5
19,20,0.5
1,21,0.5
17,22,0.5
3,23,0.5
23,24,0.5
5,25,0.5
20,26,0.5
13,27,0.5
27,28,0.5
28,29,0.5
21,30,0.5
29,31,0.5
31,32,0.5
26,33,0.5
32,34,0.5
34,35,0.5
35,36,0.5
16,37,0.5
36,38,0.5
38,39,0.5
39,40,0.5
20,41,0.5
40,42,0.5
41,43,0.5
39,44,0.5
43,45,0.5
32,46,0.5
44,47,0.5
37,48,0.5
22,49,0.5
47,50,0.5
33,51,0.5
50,52,0.5
37,53,0.5
42,54,0.5
52,55,0.5
30,56,0.5
55,57,0.5
32,58,0.5
45,59,0.5
56,60,0.5
57,61,0.5
61,62,0.5
59,63,0.5
63,64,0.5
62,65,0.5
65,66,0.5
60,67,0.5
66,68,0.5
51,69,0.5
68,70,0.5
70,71,0.5
71,72,0.5
72,73,0.5
49,74,0.5
50,75,0.5
69,76,0.5
74,77,0.5
58,78,0.5
78,79,0.5
79,80,0.5
61,81,0.5
63,82,0.5
75,83,0.5
46,84,0.5
68,85,0.5
65,86,0.5
64,87,0.5
15,88,0.5
73,89,0.5
81,90,0.5
80,91,0.5
83,92,0.5
54,93,0.5
67,94,0.5
90,95,0.5
86,96,0.5
94,97,0.5
89,98,0.5
45,99,0.5
97,100,0.5
77,101,0.5
53,102,0.5
98,103,0.5
82,104,0.5
72,105,0.5
34,106,0.5
103,107,0.5
107,108,0.5
108,109,0.5
92,110,0.5
109,111,0.5
111,112,0.5
112,113,0.5
113,114,0.5
114,115,0.5
86,116,0.5
115,117,0.5
117,118,0.5
39,119,0.5
115,120,0.5
120,121,0.5
121,122,0.5
91,123,0.5
113,124,0.5
100,125,0.5
95,126,0.5
101,127,0.5
122,128,0.5
128,129,0.5
19,130,0.5
107,131,0.5
25,132,0.5
105,133,0.5
126,134,0.5
101,135,0.5
133,136,0.5
46,137,0.5
27,138,0.5
109,139,0.5
21,140,0.5
116,141,0.5
104,142,0.5
127,143,0.5
105,144,0.5
110,145,0.5
124,146,0.5
123,147,0.5
35,148,0.5
136,149,0.5
125,150,0.5
76,151,0.5
139,152,0.5
150,153,0.5
125,154,0.5
143,155,0.5
153,156,0.5
156,157,0.5
92,158,0.5
137,159,0.5
158,160,0.5
129,161,0.5
102,162,0.5
149,163,0.5
142,164,0.5
134,165,0.5
104,166,0.5
50,167,0.5
162,168,0.5
160,169,0.5
146,170,0.5
48,171,0.5
123,172,0.5
152,173,0.5
170,174,0.5
173,175,0.5
161,176,0.5
151,177,0.5
49,178,0.5
8,179,0.5
169,180,0.5
168,181,0.5
122,182,0.5
167,183,0.5
157,184,0.5
130,185,0.5
159,186,0.5
175,187,0.5
85,188,0.5
155,189,0.5
143,190,0.5
135,191,0.5
50,192,0.5
9,193,0.5
171,194,0.5
99,195,0.5
180,196,0.5
181,197,0.5
15,198,0.5
175,199,0.5
195,200,0.5
24,201,0.5
172,202,0.5
60,203,0.5
169,204,0.5
154,205,0.5
189,206,0.5
187,207,0.5
37,208,0.5
174,209,0.5
201,210,0.5
154,211,0.5
165,212,0.5
200,213,0.5
78,214,0.5
167,215,0.5
207,216,0.5
202,217,0.5
118,218,0.5
142,219,0.5
209,220,0.5
220,221,0.5
30,222,0.5
190,223,0.5
145,224,0.5
97,225,0.5
143,226,0.5
194,227,0.5
221,228,0.5
189,229,0.5
33,230,0.5
163,231,0.5
102,232,0.5
218,233,0.5
84,234,0.5
204,235,0.5
44,236,0.5
228,237,0.5
137,238,0.5
237,239,0.5
239,240,0.5
164,241,0.5
225,242,0.5
163,243,0.5
26,244,0.5
229,245,0.5
240,246,0.5
199,247,0.5
246,248,0.5
239,249,0.5
247,250,0.5
248,251,0.5
171,252,0.5
59,253,0.5
251,254,0.5
250,255,0.5
254,256,0.5
245,257,0.5
256,258,0.5
245,259,0.5
62,260,0.5
258,261,0.5
177,262,0.5
174,263,0.5
46,264,0.5
154,265,0.5
261,266,0.5
217,267,0.5
266,268,0.5
147,269,0.5
214,270,0.5
208,271,0.5
268,272,0.5
272,273,0.5
273,274,0.5
262,275,0.5
6,276,0.5
228,277,0.5
248,278,0.5
210,279,0.5
11,280,0.5
66,281,0.5
207,282,0.5
196,283,0.5
272,284,0.5
279,285,0.5
223,286,0.5
282,287,0.5
235,288,0.5
216,289,0.5
197,290,0.5
269,291,0.5
289,292,0.5
273,293,0.5
286,294,0.5
165,295,0.5
281,296,0.5
289,297,0.5
277,298,0.5
162,299,0.5
282,300,0.5
291,301,0.5
273,302,0.5
258,303,0.5
211,304,0.5
241,305,0.5
106,306,0.5
20,307,0.5
281,308,0.5
136,309,0.5
268,310,0.5
303,311,0.5
292,312,0.5
293,313,0.5
235,314,0.5
224,315,0.5
304,316,0.5
284,317,0.5
304,318,0.5
220,319,0.5
318,320,0.5
242,321,0.5
55,322,0.5
123,323,0.5
101,324,0.5
114,325,0.5
271,326,0.5
317,327,0.5
87,328,0.5
224,329,0.5
178,330,0.5
153,331,0.5
250,332,0.5
200,333,0.5
278,334,0.5
308,335,0.5
334,336,0.5
327,337,0.5
258,338,0.5
334,339,0.5
328,340,0.5
293,341,0.5
336,342,0.5
342,343,0.5
320,344,0.5
305,345,0.5
121,346,0.5
304,347,0.5
322,348,0.5
340,349,0.5
119,350,0.5
117,351,0.5
297,352,0.5
176,353,0.5
344,354,0.5
201,355,0.5
93,356,0.5
164,357,0.5
346,358,0.5
110,359,0.5
81,360,0.5
294,361,0.5
82,362,0.5
191,363,0.5
283,364,0.5
244,365,0.5
249,366,0.5
316,367,0.5
271,368,0.5
231,369,0.5
270,370,0.5
233,371,0.5
157,372,0.5
262,373,0.5
256,374,0.5
70,375,0.5
352,376,0.5
244,377,0.5
357,378,0.5
239,379,0.5
252,380,0.5
337,381,0.5
369,382,0.5
99,383,0.5
290,384,0.5
275,385,0.5
69,386,0.5
188,387,0.5
259,388,0.5
163,389,0.5
189,390,0.5
319,391,0.5
381,392,0.5
237,393,0.5
366,394,0.5
192,395,0.5
140,396,0.5
212,397,0.5
131,398,0.5
32,399,0.5
8,400,0.5
318,401,0.5
22,402,0.5
177,403,0.5
85,404,0.5
311,405,0.5
305,406,0.5
331,407,0.5
269,408,0.5
326,409,0.5
392,410,0.5
410,411,0.5
392,412,0.5
411,413,0.5
371,414,0.5
413,415,0.5
313,416,0.5
260,417,0.5
76,418,0.5
151,419,0.5
409,420,0.5
320,421,0.5
184,422,0.5
188,423,0.5
415,424,0.5
423,425,0.5
424,426,0.5
388,427,0.5
343,428,0.5
133,429,0.5
416,430,0.5
426,431,0.5
201,432,0.5
428,433,0.5
285,434,0.5
382,435,0.5
431,436,0.5
431,437,0.5
23,438,0.5
430,439,0.5
27,440,0.5
67,441,0.5
436,442,0.5
439,443,0.5
408,444,0.5
358,445,0.5
291,446,0.5
300,447,0.5
442,448,0.5
171,449,0.5
302,450,0.5
428,451,0.5
415,452,0.5
128,453,0.5
276,454,0.5
297,455,0.5
429,456,0.5
38,457,0.5
316,458,0.5
299,459,0.5
165,460,0.5
254,461,0.5
437,462,0.5
448,463,0.5
411,464,0.5
312,465,0.5
463,466,0.5
466,467,0.5
356,468,0.5
342,469,0.5
214,470,0.5
430,471,0.5
244,472,0.5
451,473,0.5
168,474,0.5
320,475,0.5
462,476,0.5
370,477,0.5
358,478,0.5
152,479,0.5
414,480,0.5
241,481,0.5
267,482,0.5
415,483,0.5
465,484,0.5
13,485,0.5
436,486,0.5
394,487,0.5
487,488,0.5
288,489,0.5
66,490,0.5
146,491,0.5
24,492,0.5
238,493,0.5
401,494,0.5
464,495,0.5
426,496,0.5
495,497,0.5
420,498,0.5
79,499,0.5
391,500,0.5
439,501,0.5
305,502,0.5
470,503,0.5
169,504,0.5
371,505,0.5
467,506,0.5
271,507,0.5
208,508,0.5
274,509,0.5
489,510,0.5
240,511,0.5
240,512,0.5
510,513,0.5
466,514,0.5
497,515,0.5
412,516,0.5
284,517,0.5
135,518,0.5
90,519,0.5
506,520,0.5
131,521,0.5
515,522,0.5
488,523,0.5
17,524,0.5
520,525,0.5
298,526,0.5
525,527,0.5
252,528,0.5
301,529,0.5
505,530,0.5
219,531,0.5
473,532,0.5
335,533,0.5
435,534,0.5
514,535,0.5
497,536,0.5
127,537,0.5
522,538,0.5
10,539,0.5
329,540,0.5
535,541,0.5
359,542,0.5
523,543,0.5
482,544,0.5
471,545,0.5
321,546,0.5
498,547,0.5
541,548,0.5
429,549,0.5
69,550,0.5
548,551,0.5
348,552,0.5
551,553,0.5
516,554,0.5
553,555,0.5
555,556,0.5
180,557,0.5
548,558,0.5
555,559,0.5
75,560,0.5
476,561,0.5
462,562,0.5
219,563,0.5
536,564,0.5
559,565,0.5
429,566,0.5
501,567,0.5
527,568,0.5
556,569,0.5
569,570,0.5
138,571,0.5
554,572,0.5
488,573,0.5
339,574,0.5
463,575,0.5
420,576,0.5
458,577,0.5
557,578,0.5
570,579,0.5
411,580,0.5
496,581,0.5
24,582,0.5
581,583,0.5
567,584,0.5
460,585,0.5
287,586,0.5
469,587,0.5
495,588,0.5
335,589,0.5
540,590,0.5
589,591,0.5
565,592,0.5
360,593,0.5
41,594,0.5
205,595,0.5
577,596,0.5
579,597,0.5
480,598,0.5
255,599,0.5
195,600,0.5
592,601,0.5
481,602,0.5
579,603,0.5
62,604,0.5
170,605,0.5
601,606,0.5
561,607,0.5
446,608,0.5
170,609,0.5
178,610,0.5
353,611,0.5
572,612,0.5
552,613,0.5
528,614,0.5
474,615,0.5
236,616,0.5
515,617,0.5
14,618,0.5
482,619,0.5
555,620,0.5
583,621,0.5
1,622,0.5
527,623,0.5
543,624,0.5
559,625,0.5
606,626,0.5
456,627,0.5
235,628,0.5
625,629,0.5
478,630,0.5
476,631,0.5
603,632,0.5
629,633,0.5
313,634,0.5
632,635,0.5
240,636,0.5
436,637,0.5
564,638,0.5
218,639,0.5
506,640,0.5
220,641,0.5
467,642,0.5
238,643,0.5
346,644,0.5
403,645,0.5
425,646,0.5
635,647,0.5
79,648,0.5
607,649,0.5
541,650,0.5
620,651,0.5
117,652,0.5
577,653,0.5
510,654,0.5
119,655,0.5
454,656,0.5
647,657,0.5
652,658,0.5
163,659,0.5
414,660,0.5
633,661,0.5
657,662,0.5
657,663,0.5
634,664,0.5
379,665,0.5
662,666,0.5
271,667,0.5
666,668,0.5
626,669,0.5
443,670,0.5
187,671,0.5
572,672,0.5
101,673,0.5
363,674,0.5
268,675,0.5
181,676,0.5
248,677,0.5
257,678,0.5
451,679,0.5
238,680,0.5
587,681,0.5
565,682,0.5
624,683,0.5
672,684,0.5
117,685,0.5
443,686,0.5
663,687,0.5
636,688,0.5
668,689,0.5
638,690,0.5
432,691,0.5
106,692,0.5
523,693,0.5
453,694,0.5
609,695,0.5
503,696,0.5
688,697,0.5
404,698,0.5
416,699,0.5
689,700,0.5
