0,0
1.22641,8.07751
10.0425,3.46136
11.1018,11.5737
6.31857,11.9865
11.6232,11.9768
1.7669,6.37256
1.46241,11.5943
2.82202,2.57332
4.27453,3.40067
11.9366,6.67481
9.67887,11.5327
0.759623,-0.38978
2.16957,12.243
-0.891924,1.2875
4.89083,11.8375
7.83027,7.1763
6.87648,3.73975
12.2816,0.422457
-0.342634,6.30286
10.129,0.761767
3.89752,0.135408
1.77855,9.50526
8.23783,4.21638
2.59735,9.1623
1.88131,5.67903
0.718673,0.879206
8.282,3.55202
11.9689,8.90841
2.84852,-0.581507
9.09372,-0.124236
9.80487,-0.394758
8.21033,7.45497
2.04618,1.27745
11.0326,8.76671
8.03373,3.11993
4.06329,5.51061
1.00482,7.95525
11.5101,-0.611307
1.88485,12.8022
2.0267,10.9993
3.8105,2.44218
-0.315724,6.28661
0.678595,2.4379
6.77604,6.56269
9.8276,11.5765
11.8313,3.63663
10.892,10.5487
8.95486,3.89385
8.26643,2.74879
4.55209,9.95252
-0.516807,10.8059
7.04822,10.2174
4.50663,0.150941
4.53802,5.60796
2.57152,10.2663
4.88291,1.97921
9.99693,2.0396
7.70574,4.38708
1.25089,12.8242
2.11268,12.3358
-0.453237,2.94092
11.0068,8.94144
-0.316651,1.27326
6.07028,11.8465
3.84131,2.67766
9.38082,9.24514
2.02117,0.749922
5.65906,8.60896
6.75002,6.66896
11.7424,10.8398
0.210271,3.79589
1.18817,5.19603
9.22562,7.07277
6.39062,6.07717
11.5329,10.1667
0.0609379,8.54128
0.423369,11.9802
12.227,4.93228
2.47453,6.15015
2.27103,9.85659
2.3227,8.54848
8.82102,1.92391
11.4639,11.1729
0.930472,11.5128
11.5614,6.55266
7.85624,6.90752
7.28359,-0.587313
7.59285,3.20301
0.80577,7.31461
0.631539,5.13822
2.27609,4.34243
2.42275,0.791446
8.568,9.66143
5.79945,11.6897
10.0179,8.70001
4.73771,-0.58931
0.593957,-0.606426
0.770959,10.8082
7.2111,-0.762196
0.835576,6.23288
7.44052,4.76274
8.68342,3.33504
0.272831,2.00167
5.36097,6.2001
0.380905,6.68293
-0.658582,10.2313
6.33994,9.89234
5.73,4.49261
7.99115,8.35977
1.34373,10.9672
8.96947,1.89531
5.02274,-0.704181
4.32117,7.88615
10.853,7.5181
6.73092,2.70769
5.69133,2.42581
11.2526,11.0205
10.4269,6.70286
0.843867,11.3337
5.50613,-0.329136
2.84529,11.892
6.99594,-0.3781
10.981,-0.663402
4.13901,2.37101
8.78286,11.2145
8.25389,7.65857
12.2484,2.57499
10.0995,4.0562
4.64159,11.5256
0.152071,12.5632
7.61593,3.35025
8.78175,8.957
8.06685,10.6405
3.15341,3.99114
0.0927113,4.55052
8.32384,9.23072
12.9017,1.04809
3.57309,0.93799
2.44258,0.392724
4.64678,2.88158
2.24215,1.32891
-0.33632,1.23241
5.79342,2.51862
-0.959844,12.9974
0.330576,1.37657
10.9739,1.07329
11.9082,11.7573
-0.781275,11.582
2.41547,-0.335673
8.51363,11.415
7.50431,4.07656
0.0333742,10.6981
9.85939,9.41987
-0.524788,4.42698
4.90484,5.56164
4.74075,3.77093
1.5383,5.40719
-0.196203,7.94082
8.16373,11.7462
12.6755,0.211593
10,10
