19.5
19
23
22.5
18
18.5
17
20.5
18
17
19
21
23
17
20
24
21.5
22.5
17
18.5
21
17.5
16
19.5
18
17.5
16.5
18.5
20.5
17
19
18.5
18.5
22.5
21.5
19
17
19.5
20
18
17
20.5
17
18
21
23
21.5
17
20
18.5
20
18
18.5
22.5
20
22
17
19.5
17.5
23.5
19.5
18
22.5
24
18.5
19.5
21
17.5
20
21.5
17.5
22.5
17.5
18
17
21
20
17
18
16.5
18.5
18
18
17.5
18.5
23
20
16.5
22
20.5
18
24
18
17
20
20
17.5
20.5
18.5
17.5
